,Year,Population,Country,GDP per capita (OWiD),Government Expenditure (IMF & Wiki),Region,Subregion
6958,1997,7086993.0,Switzerland,38165.477,37.52266,Europe,Western Europe
6959,1998,7108225.0,Switzerland,39890.54,37.76083,Europe,Western Europe
6960,1999,7142199.0,Switzerland,41091.637,36.26627,Europe,Western Europe
6961,2000,7182052.0,Switzerland,43251.105,36.93646,Europe,Western Europe
6962,2001,7224413.0,Switzerland,44398.64,36.50848,Europe,Western Europe
6963,2002,7276479.0,Switzerland,44934.316,37.85263,Europe,Western Europe
6964,2003,7330729.0,Switzerland,45441.598,37.97599,Europe,Western Europe
6965,2004,7381153.0,Switzerland,47263.598,37.45903,Europe,Western Europe
6966,2005,7428437.0,Switzerland,49273.902,36.73013,Europe,Western Europe
6967,2006,7475014.0,Switzerland,51862.965,34.83255,Europe,Western Europe
6968,2007,7541909.0,Switzerland,54509.54,33.55743,Europe,Western Europe
6969,2008,7638288.0,Switzerland,56054.883,33.50146,Europe,Western Europe
6970,2009,7734402.0,Switzerland,55171.5,35.16969,Europe,Western Europe
6971,2010,7822444.0,Switzerland,57219.5,35.112814,Europe,Western Europe
6972,2011,7910988.0,Switzerland,58686.0,33.871679,Europe,Western Europe
6973,2012,7995738.0,Switzerland,58750.938,34.20019218306189,Europe,Western Europe
6974,2013,8088370.0,Switzerland,59120.062,34.288216402118984,Europe,Western Europe
6975,2014,8187792.0,Switzerland,59775.54,34.42448064091725,Europe,Western Europe
6976,2015,8281735.0,Switzerland,60070.867,34.60915908196246,Europe,Western Europe
6977,2016,8372902.0,Switzerland,60647.64,34.842251725254606,Europe,Western Europe
6978,2017,8451688.0,Switzerland,60903.223,35.12459632495118,Europe,Western Europe
6979,2018,8514431.0,Switzerland,62185.477,35.454650014387184,Europe,Western Europe
6980,2019,8575593.0,Switzerland,62448.598,35.83311790607013,Europe,Western Europe
6981,2020,8638609.0,Switzerland,60521.26,36.26,Europe,Western Europe
6982,1914,3783571.0,Switzerland,7595.2856,3.2336134845689783,Europe,Western Europe
6983,1915,3797595.0,Switzerland,7459.259,2.9186294407076514,Europe,Western Europe
6984,1916,3811672.0,Switzerland,8079.4194,2.5692465562860907,Europe,Western Europe
6985,1917,3825800.0,Switzerland,7840.904,2.1843661237235796,Europe,Western Europe
6986,1918,3840103.0,Switzerland,7115.6074,1.766091314782755,Europe,Western Europe
6987,1919,3854970.0,Switzerland,6747.268,1.3134176652816962,Europe,Western Europe
6988,1920,3870407.0,Switzerland,7363.9595,0.8263451752204032,Europe,Western Europe
6989,1921,3886419.0,Switzerland,5999.1416,0.40587093046418105,Europe,Western Europe
6990,1922,3903008.0,Switzerland,7181.9536,0.15676505546961528,Europe,Western Europe
6991,1923,3920181.0,Switzerland,7670.238,0.07764604602592218,Europe,Western Europe
6992,1924,3937429.0,Switzerland,8195.5205,0.16851390213310147,Europe,Western Europe
6993,1925,3954753.0,Switzerland,8385.287,0.4303167909504777,Europe,Western Europe
6994,1926,3972154.0,Switzerland,8656.331,0.8616240955992682,Europe,Western Europe
6995,1927,3989631.0,Switzerland,9259.937,1.462918265798931,Europe,Western Europe
6996,1928,4007185.0,Switzerland,9658.813,2.2341993015494666,Europe,Western Europe
6997,1990,12409003.0,Syria,9087.0,28.54752393,Asia,Western Asia
6998,1991,12782284.0,Syria,9424.123,34.57844937,Asia,Western Asia
6999,1992,13156408.0,Syria,10002.276,34.85649705,Asia,Western Asia
7000,1993,13537067.0,Syria,10072.486,30.2215079,Asia,Western Asia
7001,1994,13922629.0,Syria,9969.374,30.80036067,Asia,Western Asia
7002,1995,14313451.0,Syria,9856.483,30.40998292,Asia,Western Asia
7003,1996,14708883.0,Syria,9517.372,28.09105213,Asia,Western Asia
7004,1997,15104000.0,Syria,8826.773,29.59202971,Asia,Western Asia
7005,1998,15500556.0,Syria,8742.974,29.38209411,Asia,Western Asia
7006,1999,15901207.0,Syria,7960.292,28.68774204,Asia,Western Asia
7007,2000,16307659.0,Syria,7668.072,27.9908777,Asia,Western Asia
7008,2001,16727949.0,Syria,7509.304,28.61440654,Asia,Western Asia
7009,2002,17164026.0,Syria,7529.7017,29.08078483,Asia,Western Asia
7010,2003,17611356.0,Syria,6986.524,33.33888805,Asia,Western Asia
7011,2004,18084010.0,Syria,7051.4287,32.19724507,Asia,Western Asia
7012,2005,18583556.0,Syria,7037.7183,29.33113831,Asia,Western Asia
7013,2006,19432012.0,Syria,6901.778,27.67894315,Asia,Western Asia
7014,2007,20703000.0,Syria,6779.537,26.52808222,Asia,Western Asia
7015,2008,21474060.0,Syria,6600.379,23.57232127,Asia,Western Asia
7016,2009,21827222.0,Syria,6586.5186,27.38436271,Asia,Western Asia
7017,2010,22337558.0,Syria,6520.6123,27.41704949,Asia,Western Asia
7018,1980,18100280.0,Taiwan,8384.0,24.84,Asia,Eastern Asia
7019,1981,18400564.0,Taiwan,8749.0,25.588376430283844,Asia,Eastern Asia
7020,1982,18692876.0,Taiwan,8910.0,26.254280799857362,Asia,Eastern Asia
7021,1983,18976102.0,Taiwan,9530.0,26.83986787675421,Asia,Eastern Asia
7022,1984,19249256.0,Taiwan,10394.0,27.345137660974387,Asia,Eastern Asia
7023,1985,19511876.0,Taiwan,10779.0,27.771144080796013,Asia,Eastern Asia
7024,1986,19761802.0,Taiwan,11918.0,28.115559232285634,Asia,Eastern Asia
7025,1987,19995934.0,Taiwan,13705.0,28.37965709109859,Asia,Eastern Asia
7026,1988,20211368.0,Taiwan,14183.0,28.56343765723486,Asia,Eastern Asia
7027,1989,20404386.0,Taiwan,15203.0,28.667074066594278,Asia,Eastern Asia
7028,1990,20586176.0,Taiwan,15841.0,28.69,Asia,Eastern Asia
7029,1991,20770622.0,Taiwan,16934.814,28.63260864072905,Asia,Eastern Asia
7030,1992,20952226.0,Taiwan,18101.332,28.494899988781427,Asia,Eastern Asia
7031,1993,21125720.0,Taiwan,19087.598,28.27616638767863,Asia,Eastern Asia
7032,1994,21293440.0,Taiwan,20269.266,27.977603103000455,Asia,Eastern Asia
7033,1995,21455818.0,Taiwan,21329.686,27.598722525645606,Asia,Eastern Asia
7034,1996,21612430.0,Taiwan,22390.053,27.183583891981602,Asia,Eastern Asia
7035,1997,21764850.0,Taiwan,23437.768,26.775141161178627,Asia,Eastern Asia
7036,1998,21913670.0,Taiwan,24131.22,26.375626260727394,Asia,Eastern Asia
7037,1999,22057216.0,Taiwan,25471.781,25.98391254033452,Asia,Eastern Asia
7038,2000,22194740.0,Taiwan,26787.445,25.6,Asia,Eastern Asia
7039,2001,22333124.0,Taiwan,26203.977,25.22286891346714,Asia,Eastern Asia
7040,2002,22469622.0,Taiwan,27425.807,24.8545801063454,Asia,Eastern Asia
7041,2003,22593682.0,Taiwan,28348.852,24.494092479282028,Asia,Eastern Asia
7042,2004,22703098.0,Taiwan,29975.139,24.141406032277004,Asia,Eastern Asia
7043,2005,22796312.0,Taiwan,31374.455,23.795586585708524,Asia,Eastern Asia
7044,2006,22874972.0,Taiwan,32867.367,23.456223056099248,Asia,Eastern Asia
7045,2007,22942314.0,Taiwan,34761.312,23.1200716476783,Asia,Eastern Asia
7046,2008,22998324.0,Taiwan,34762.367,22.7871323604457,Asia,Eastern Asia
7047,2009,23044086.0,Taiwan,33974.453,22.456506244523922,Asia,Eastern Asia
7048,2010,23083086.0,Taiwan,37385.49,22.13,Asia,Eastern Asia
7049,2011,23143076.0,Taiwan,38565.0,21.80670587666441,Asia,Eastern Asia
7050,2012,23234064.0,Taiwan,39291.184,21.486623874517143,Asia,Eastern Asia
7051,2013,23330332.0,Taiwan,40140.73,21.168890269119313,Asia,Eastern Asia
7052,2014,23422504.0,Taiwan,41930.84,20.855241309680736,Asia,Eastern Asia
7053,2015,23512136.0,Taiwan,42438.46,20.54480447143049,Asia,Eastern Asia
7054,2016,23594476.0,Taiwan,43262.195,20.237579754368582,Asia,Eastern Asia
7055,2017,23665028.0,Taiwan,44618.29,19.932738659494685,Asia,Eastern Asia
7056,2018,23726186.0,Taiwan,45817.938,19.63194698514146,Asia,Eastern Asia
7057,2019,23777742.0,Taiwan,47200.254,19.33436743197657,Asia,Eastern Asia
7058,2020,23821468.0,Taiwan,48779.438,19.04,Asia,Eastern Asia
7059,1998,6156815.0,Tajikistan,1589.3315,17.50707592,Asia,Central Asia
7060,1999,6189567.0,Tajikistan,1621.3206,18.13025912,Asia,Central Asia
7061,2000,6273001.0,Tajikistan,1723.3563,20.48092182,Asia,Central Asia
7062,2001,6408813.0,Tajikistan,1845.4783,19.91759399,Asia,Central Asia
7063,2002,6541758.0,Tajikistan,1982.8837,21.06416714,Asia,Central Asia
7064,2003,6672497.0,Tajikistan,2135.9082,20.32835976,Asia,Central Asia
7065,2004,6801206.0,Tajikistan,2301.292,21.00045742,Asia,Central Asia
7066,2005,6929153.0,Tajikistan,2416.867,23.48336035,Asia,Central Asia
7067,2006,7057425.0,Tajikistan,2524.8447,22.4106954,Asia,Central Asia
7068,2007,7188397.0,Tajikistan,2647.2095,28.4565268,Asia,Central Asia
7069,2008,7324633.0,Tajikistan,2801.7761,27.49016271,Asia,Central Asia
7070,2009,7468603.0,Tajikistan,2853.8884,29.14644625,Asia,Central Asia
7071,2010,7621785.0,Tajikistan,2975.9268,26.62904996,Asia,Central Asia
7072,2011,7784820.0,Tajikistan,3111.0,27.54484032,Asia,Central Asia
7073,1991,26890906.0,Tanzania,891.8943,19.13984228,Africa,Sub-Saharan Africa
7074,1992,27580728.0,Tanzania,895.4806,23.95797095,Africa,Sub-Saharan Africa
7075,1993,28469018.0,Tanzania,900.4133,21.98561138,Africa,Sub-Saharan Africa
7076,1994,29598330.0,Tanzania,904.75745,23.54309686,Africa,Sub-Saharan Africa
7077,1995,30560072.0,Tanzania,931.00275,22.64698705,Africa,Sub-Saharan Africa
7078,1996,31140730.0,Tanzania,979.7304,19.14016355,Africa,Sub-Saharan Africa
7079,1997,31785852.0,Tanzania,1017.1681,17.30854672,Africa,Sub-Saharan Africa
7080,1998,32626500.0,Tanzania,1052.0751,15.90434294,Africa,Sub-Saharan Africa
7081,1999,33499776.0,Tanzania,1100.3531,18.07283145,Africa,Sub-Saharan Africa
7082,2000,34463704.0,Tanzania,1148.6802,17.41072265,Africa,Sub-Saharan Africa
7083,2001,35414464.0,Tanzania,1213.6268,16.78231616,Africa,Sub-Saharan Africa
7084,2002,36353528.0,Tanzania,1293.2051,16.7259377,Africa,Sub-Saharan Africa
7085,2003,37333916.0,Tanzania,1369.9391,19.07179481,Africa,Sub-Saharan Africa
7086,2004,38360884.0,Tanzania,1464.3854,20.80091124,Africa,Sub-Saharan Africa
7087,2005,39439508.0,Tanzania,1554.1523,23.31036199,Africa,Sub-Saharan Africa
7088,2006,40562056.0,Tanzania,1621.9966,24.36357429,Africa,Sub-Saharan Africa
7089,2007,41716500.0,Tanzania,1754.4626,24.28057956,Africa,Sub-Saharan Africa
7090,2008,42870888.0,Tanzania,1848.1746,25.48670037,Africa,Sub-Saharan Africa
7091,2009,43957940.0,Tanzania,1946.8481,27.84343441,Africa,Sub-Saharan Africa
7092,2010,45110532.0,Tanzania,2068.8638,28.41669156,Africa,Sub-Saharan Africa
7093,2011,46416032.0,Tanzania,2227.0,27.96692365,Africa,Sub-Saharan Africa
7094,1948,19318585.0,Thailand,1222.9538518968905,8.98324,Asia,South-eastern Asia
7095,1949,19845178.0,Thailand,1255.9126043211318,7.96081,Asia,South-eastern Asia
7096,1950,20411638.0,Thailand,1302.0,9.05547,Asia,South-eastern Asia
7097,1951,20914572.0,Thailand,1353.0,12.4053,Asia,South-eastern Asia
7098,1952,21443944.0,Thailand,1385.0,12.1626,Asia,South-eastern Asia
7099,1953,21994684.0,Thailand,1490.0,15.102062,Asia,South-eastern Asia
7100,1954,22569798.0,Thailand,1431.0,15.3888,Asia,South-eastern Asia
7101,1955,23173968.0,Thailand,1506.0,12.5102,Asia,South-eastern Asia
7102,1956,23805334.0,Thailand,1482.0,13.2714,Asia,South-eastern Asia
7103,1957,24462196.0,Thailand,1451.0,13.569288,Asia,South-eastern Asia
7104,1958,25135268.0,Thailand,1457.0,13.863604,Asia,South-eastern Asia
7105,1959,25840324.0,Thailand,1581.0,14.40612,Asia,South-eastern Asia
7106,1960,26596590.0,Thailand,1718.0,12.670159,Asia,South-eastern Asia
7107,1961,27399966.0,Thailand,1753.0,10.045089,Asia,South-eastern Asia
7108,1962,28242170.0,Thailand,1831.0,12.439667,Asia,South-eastern Asia
7109,1963,29114124.0,Thailand,1921.0,12.544916,Asia,South-eastern Asia
7110,1964,30013572.0,Thailand,1991.0,13.861443,Asia,South-eastern Asia
7111,1965,30940276.0,Thailand,2085.0,15.396768,Asia,South-eastern Asia
7112,1966,31883754.0,Thailand,2251.0,15.406394,Asia,South-eastern Asia
7113,1967,32839338.0,Thailand,2369.0,16.299186,Asia,South-eastern Asia
7114,1968,33807356.0,Thailand,2488.0,16.822704,Asia,South-eastern Asia
7115,1969,34787584.0,Thailand,2608.0,16.752132,Asia,South-eastern Asia
7116,1970,35791728.0,Thailand,2700.0,18.5812,Asia,South-eastern Asia
7117,1971,36807996.0,Thailand,2750.0,20.07735,Asia,South-eastern Asia
7118,1972,37834384.0,Thailand,2786.0,19.9877,Asia,South-eastern Asia
7119,1973,38873064.0,Thailand,2987.0,17.39033,Asia,South-eastern Asia
7120,1974,39900960.0,Thailand,3045.0,14.51262,Asia,South-eastern Asia
7121,1975,40908472.0,Thailand,3123.0,15.35379,Asia,South-eastern Asia
7122,1976,41882128.0,Thailand,3333.0,16.68004,Asia,South-eastern Asia
7123,1977,42843796.0,Thailand,3585.0,17.15146,Asia,South-eastern Asia
7124,1978,43806716.0,Thailand,3861.0,18.01143,Asia,South-eastern Asia
7125,1979,44760096.0,Thailand,3979.0,18.24406,Asia,South-eastern Asia
7126,1980,45737756.0,Thailand,4071.0,20.19342,Asia,South-eastern Asia
7127,1981,46727288.0,Thailand,4230.0,20.88068,Asia,South-eastern Asia
7128,1982,47700340.0,Thailand,4375.0,22.19965,Asia,South-eastern Asia
7129,1983,48670568.0,Thailand,4538.0,21.96661,Asia,South-eastern Asia
7130,1984,49636732.0,Thailand,4720.0,21.83308,Asia,South-eastern Asia
7131,1985,50594932.0,Thailand,4862.0,23.43848,Asia,South-eastern Asia
7132,1986,51542096.0,Thailand,5053.0,22.57734,Asia,South-eastern Asia
7133,1987,52479184.0,Thailand,5453.0,20.30324,Asia,South-eastern Asia
7134,1988,53410956.0,Thailand,6089.0,17.70681,Asia,South-eastern Asia
7135,1989,54324012.0,Thailand,6735.0,18.9067,Asia,South-eastern Asia
7136,1990,55228408.0,Thailand,7385.0,18.40035,Asia,South-eastern Asia
7137,1991,56099872.0,Thailand,7849.7446,18.36644,Asia,South-eastern Asia
7138,1992,56939020.0,Thailand,8409.0205,18.88617,Asia,South-eastern Asia
7139,1993,57776080.0,Thailand,8964.292,19.561663,Asia,South-eastern Asia
7140,1994,58610012.0,Thailand,9499.518,16.539565,Asia,South-eastern Asia
7141,1995,59424836.0,Thailand,10080.208,15.669851,Asia,South-eastern Asia
7142,1996,60211100.0,Thailand,10458.358,17.981724,Asia,South-eastern Asia
7143,1997,60989104.0,Thailand,9995.618,18.836126,Asia,South-eastern Asia
7144,1998,61745216.0,Thailand,9077.748,18.407347,Asia,South-eastern Asia
7145,1999,62442652.0,Thailand,9347.061,18.929246,Asia,South-eastern Asia
7146,2000,63066604.0,Thailand,9627.1045,20.24209,Asia,South-eastern Asia
7147,2001,63649892.0,Thailand,9818.721,21.93466,Asia,South-eastern Asia
7148,2002,64222576.0,Thailand,10276.398,26.53199,Asia,South-eastern Asia
7149,2003,64776960.0,Thailand,10868.836,20.20394,Asia,South-eastern Asia
7150,2004,65311164.0,Thailand,11408.326,21.44233,Asia,South-eastern Asia
7151,2005,65821360.0,Thailand,11742.128,21.85874,Asia,South-eastern Asia
7152,2006,66319528.0,Thailand,12180.711,21.14994,Asia,South-eastern Asia
7153,2007,66826752.0,Thailand,12694.715,21.84766,Asia,South-eastern Asia
7154,2008,67328240.0,Thailand,12768.129,22.57118,Asia,South-eastern Asia
7155,2009,67813656.0,Thailand,12543.398,24.56946,Asia,South-eastern Asia
7156,2010,68270488.0,Thailand,13343.547,24.12305,Asia,South-eastern Asia
7157,2011,68712848.0,Thailand,13318.0,25.74949,Asia,South-eastern Asia
7158,2012,69157024.0,Thailand,14202.251,23.65350230704754,Asia,South-eastern Asia
7159,2013,69578600.0,Thailand,14504.184,23.934560697189813,Asia,South-eastern Asia
7160,2014,69960944.0,Thailand,14571.971,24.19386781157908,Asia,South-eastern Asia
7161,2015,70294408.0,Thailand,14960.908,24.432220274316354,Asia,South-eastern Asia
7162,2016,70607032.0,Thailand,15411.534,24.64961808540164,Asia,South-eastern Asia
7163,2017,70898208.0,Thailand,15994.506,24.846570661625634,Asia,South-eastern Asia
7164,2018,71127808.0,Thailand,16610.05,25.022001759402414,Asia,South-eastern Asia
7165,2019,71307768.0,Thailand,16905.293,25.176478205527204,Asia,South-eastern Asia
7166,2020,71475664.0,Thailand,15815.915,25.31,Asia,South-eastern Asia
7167,1989,3763661.0,Togo,1246.0,30.05265254,Africa,Sub-Saharan Africa
7168,1990,3875958.0,Togo,1275.0,29.1067645,Africa,Sub-Saharan Africa
7169,1991,3990223.0,Togo,1249.168,25.53180856,Africa,Sub-Saharan Africa
7170,1992,4106228.0,Togo,1181.8712,22.16189958,Africa,Sub-Saharan Africa
7171,1993,4078396.0,Togo,1003.16486,26.62380323,Africa,Sub-Saharan Africa
7172,1994,4092613.0,Togo,1145.7776,24.2159058,Africa,Sub-Saharan Africa
7173,1995,4279573.0,Togo,1170.5977,22.41521714,Africa,Sub-Saharan Africa
7174,1996,4445892.0,Togo,1215.74,21.74235226,Africa,Sub-Saharan Africa
7175,1997,4592557.0,Togo,1226.327,18.60087459,Africa,Sub-Saharan Africa
7176,1998,4728298.0,Togo,1174.8528,21.99162104,Africa,Sub-Saharan Africa
7177,1999,4867949.0,Togo,1183.013,20.71312888,Africa,Sub-Saharan Africa
7178,2000,5008043.0,Togo,1150.366,20.62074766,Africa,Sub-Saharan Africa
7179,2001,5145430.0,Togo,1115.5503,18.13327537,Africa,Sub-Saharan Africa
7180,2002,5281548.0,Togo,1081.7445,14.82795499,Africa,Sub-Saharan Africa
7181,2003,5421000.0,Togo,1114.4639,16.97088419,Africa,Sub-Saharan Africa
7182,2004,5565213.0,Togo,1121.8059,18.36342331,Africa,Sub-Saharan Africa
7183,2005,5711605.0,Togo,1119.8043,20.3357317,Africa,Sub-Saharan Africa
7184,2006,5874244.0,Togo,1144.8815,22.1302843,Africa,Sub-Saharan Africa
7185,2007,6047539.0,Togo,1145.9207,22.52685964,Africa,Sub-Saharan Africa
7186,2008,6222491.0,Togo,1150.3579,18.65225893,Africa,Sub-Saharan Africa
7187,2009,6398626.0,Togo,1165.8888,22.17367159,Africa,Sub-Saharan Africa
7188,2010,6571862.0,Togo,1191.1449,23.50718182,Africa,Sub-Saharan Africa
7189,2011,6748675.0,Togo,1227.0,24.86778651,Africa,Sub-Saharan Africa
7190,1999,1327067.0,Trinidad and Tobago,18159.916,33.97180152,Americas,Latin America and the Caribbean
7191,2000,1332203.0,Trinidad and Tobago,19179.918,32.68264356,Americas,Latin America and the Caribbean
7192,2001,1338576.0,Trinidad and Tobago,19736.68,34.20861093,Americas,Latin America and the Caribbean
7193,2002,1345970.0,Trinidad and Tobago,21052.45,30.63176443,Americas,Latin America and the Caribbean
7194,2003,1353552.0,Trinidad and Tobago,23814.066,28.65971246,Americas,Latin America and the Caribbean
7195,2004,1361180.0,Trinidad and Tobago,25403.27,28.94674012,Americas,Latin America and the Caribbean
7196,2005,1369078.0,Trinidad and Tobago,26651.834,30.18033667,Americas,Latin America and the Caribbean
7197,2006,1376932.0,Trinidad and Tobago,29792.424,34.32137616,Americas,Latin America and the Caribbean
7198,2007,1384861.0,Trinidad and Tobago,30806.174,31.6329428,Americas,Latin America and the Caribbean
7199,2008,1392808.0,Trinidad and Tobago,31434.305,32.61863621,Americas,Latin America and the Caribbean
7200,2009,1401197.0,Trinidad and Tobago,29657.463,42.48183603,Americas,Latin America and the Caribbean
7201,2010,1410297.0,Trinidad and Tobago,30235.994,40.98360592,Americas,Latin America and the Caribbean
7202,2011,1420021.0,Trinidad and Tobago,29745.0,37.20741871,Americas,Latin America and the Caribbean
7203,1991,8622857.0,Tunisia,5446.228,34.16327885,Africa,Northern Africa
7204,1992,8802535.0,Tunisia,5789.955,32.60229673,Africa,Northern Africa
7205,1993,8977175.0,Tunisia,5843.0684,33.69547015,Africa,Northern Africa
7206,1994,9143139.0,Tunisia,5968.8447,33.31382072,Africa,Northern Africa
7207,1995,9294106.0,Tunisia,6048.7476,34.30610524,Africa,Northern Africa
7208,1996,9430552.0,Tunisia,6388.394,35.83114081,Africa,Northern Africa
7209,1997,9557957.0,Tunisia,6680.1035,32.13450055,Africa,Northern Africa
7210,1998,9677147.0,Tunisia,6944.661,31.78730843,Africa,Northern Africa
7211,1999,9788065.0,Tunisia,7297.4746,31.98693406,Africa,Northern Africa
7212,2000,9893326.0,Tunisia,7548.438,32.05100328,Africa,Northern Africa
7213,2001,9995115.0,Tunisia,7848.094,31.8621954,Africa,Northern Africa
7214,2002,10094564.0,Tunisia,7916.6797,32.58634943,Africa,Northern Africa
7215,2003,10193798.0,Tunisia,8281.715,31.84916307,Africa,Northern Africa
7216,2004,10292230.0,Tunisia,8705.084,31.7723393,Africa,Northern Africa
7217,2005,10388349.0,Tunisia,8983.384,31.82025029,Africa,Northern Africa
7218,2006,10483560.0,Tunisia,9420.023,31.63913664,Africa,Northern Africa
7219,2007,10580399.0,Tunisia,9932.938,31.81095374,Africa,Northern Africa
