,Year,Population,Country,GDP per capita (OWiD),Government Expenditure (IMF & Wiki),Region,Subregion
4698,1995,4461238.0,Moldova,3558.8267,47.21991551,Europe,Eastern Europe
4699,1996,4430199.0,Moldova,3305.4966,45.06004194,Europe,Eastern Europe
4700,1997,4393794.0,Moldova,3322.479,51.20473317,Europe,Eastern Europe
4701,1998,4353535.0,Moldova,3078.0095,47.25915449,Europe,Eastern Europe
4702,1999,4303942.0,Moldova,2949.9065,43.75266951,Europe,Eastern Europe
4703,2000,4251571.0,Moldova,2989.535,40.88639201,Europe,Eastern Europe
4704,2001,4200500.0,Moldova,3150.6313,33.59998425,Europe,Eastern Europe
4705,2002,4147644.0,Moldova,3373.7092,32.54987764,Europe,Eastern Europe
4706,2003,4093984.0,Moldova,3575.268,35.41619899,Europe,Eastern Europe
4707,2004,4046998.0,Moldova,3813.4312,36.53840486,Europe,Eastern Europe
4708,2005,4001380.0,Moldova,4073.6736,38.26525849,Europe,Eastern Europe
4709,2006,3942748.0,Moldova,4243.0703,41.03976552,Europe,Eastern Europe
4710,2007,3876847.0,Moldova,4342.7456,43.14109129,Europe,Eastern Europe
4711,2008,3812420.0,Moldova,4652.457,42.71923075,Europe,Eastern Europe
4712,2009,3749496.0,Moldova,4342.528,46.64205177,Europe,Eastern Europe
4713,2010,3678186.0,Moldova,4615.324,41.57168109,Europe,Eastern Europe
4714,2011,3595135.0,Moldova,4892.0,39.80546212,Europe,Eastern Europe
4715,1981,1739225.0,Mongolia,1714.0,46.70885908,Asia,Eastern Asia
4716,1982,1781808.0,Mongolia,1814.0,47.13308028,Asia,Eastern Asia
4717,1983,1825782.0,Mongolia,1876.0,47.6621805,Asia,Eastern Asia
4718,1984,1871654.0,Mongolia,1940.0,48.77961464,Asia,Eastern Asia
4719,1985,1919755.0,Mongolia,2004.0,49.64265117,Asia,Eastern Asia
4720,1986,1969916.0,Mongolia,2142.0,53.97009736,Asia,Eastern Asia
4721,1987,2021507.0,Mongolia,2168.0,54.80111796,Asia,Eastern Asia
4722,1988,2073778.0,Mongolia,2227.0,54.34337856,Asia,Eastern Asia
4723,1989,2120835.0,Mongolia,2232.0,54.64103226,Asia,Eastern Asia
4724,1990,2161440.0,Mongolia,2123.0,53.65484641,Asia,Eastern Asia
4725,1991,2200077.0,Mongolia,1976.0231,49.29941454,Asia,Eastern Asia
4726,1992,2236503.0,Mongolia,1841.0125,30.5574896,Asia,Eastern Asia
4727,1993,2270313.0,Mongolia,1846.2256,37.33352473,Asia,Eastern Asia
4728,1994,2301514.0,Mongolia,1955.4773,30.49647078,Asia,Eastern Asia
4729,1995,2330339.0,Mongolia,2147.8286,26.87289227,Asia,Eastern Asia
4730,1996,2357038.0,Mongolia,2271.7988,29.15067647,Asia,Eastern Asia
4731,1997,2381777.0,Mongolia,2445.0127,33.10208207,Asia,Eastern Asia
4732,1998,2405156.0,Mongolia,2620.489,37.36176655,Asia,Eastern Asia
4733,1999,2428500.0,Mongolia,2801.8618,35.33947268,Asia,Eastern Asia
4734,2000,2450988.0,Mongolia,2936.0627,36.01456551,Asia,Eastern Asia
4735,2001,2472612.0,Mongolia,3133.556,36.37129633,Asia,Eastern Asia
4736,2002,2494622.0,Mongolia,3401.9465,36.7638045,Asia,Eastern Asia
4737,2003,2516461.0,Mongolia,3775.438,34.62867073,Asia,Eastern Asia
4738,2004,2537955.0,Mongolia,4334.2314,32.8521152,Asia,Eastern Asia
4739,2005,2559258.0,Mongolia,4822.2334,25.8196378,Asia,Eastern Asia
4740,2006,2581245.0,Mongolia,5426.8535,26.641603,Asia,Eastern Asia
4741,2007,2605647.0,Mongolia,6196.5894,35.67485101,Asia,Eastern Asia
4742,2008,2633896.0,Mongolia,6982.1465,37.9329884,Asia,Eastern Asia
4743,2009,2666718.0,Mongolia,7126.8086,35.90322489,Asia,Eastern Asia
4744,2010,2702527.0,Mongolia,7830.064,37.11463778,Asia,Eastern Asia
4745,2011,2743946.0,Mongolia,9484.0,45.40481814,Asia,Eastern Asia
4746,2002,632745.0,Montenegro,6897.725,37.93677179,Europe,Southern Europe
4747,2003,632356.0,Montenegro,7445.0503,43.52848842,Europe,Southern Europe
4748,2004,632550.0,Montenegro,8193.75,41.38547996,Europe,Southern Europe
4749,2005,632885.0,Montenegro,9002.218,39.33011246,Europe,Southern Europe
4750,2006,632551.0,Montenegro,10307.647,42.89145069,Europe,Southern Europe
4751,2007,631931.0,Montenegro,12027.43,43.90800193,Europe,Southern Europe
4752,2008,631475.0,Montenegro,13550.356,52.38962506,Europe,Southern Europe
4753,2009,631187.0,Montenegro,13459.499,48.67959373,Europe,Southern Europe
4754,2010,631048.0,Montenegro,14509.766,46.90003244,Europe,Southern Europe
4755,2011,631801.0,Montenegro,15747.0,45.22511571,Europe,Southern Europe
4756,1990,24570816.0,Morocco,4130.0,34.774117,Africa,Northern Africa
4757,1991,24988088.0,Morocco,4353.7295,31.59662222,Africa,Northern Africa
4758,1992,25400676.0,Morocco,4194.447,34.14053083,Africa,Northern Africa
4759,1993,25806782.0,Morocco,4097.281,35.44684881,Africa,Northern Africa
4760,1994,26201554.0,Morocco,4461.0625,33.26107495,Africa,Northern Africa
4761,1995,26599054.0,Morocco,4156.9253,33.19591625,Africa,Northern Africa
4762,1996,26999094.0,Morocco,4603.652,27.83637612,Africa,Northern Africa
4763,1997,27397118.0,Morocco,4469.19,28.97611503,Africa,Northern Africa
4764,1998,27791828.0,Morocco,4729.183,25.83767837,Africa,Northern Africa
4765,1999,28176992.0,Morocco,4720.7715,25.41454787,Africa,Northern Africa
4766,2000,28554420.0,Morocco,4753.638,30.60541453,Africa,Northern Africa
4767,2001,28930100.0,Morocco,5042.073,31.22837135,Africa,Northern Africa
4768,2002,29301820.0,Morocco,5140.8726,33.0612874,Africa,Northern Africa
4769,2003,29661272.0,Morocco,5386.8506,30.89188778,Africa,Northern Africa
4770,2004,30033124.0,Morocco,5584.154,31.21854282,Africa,Northern Africa
4771,2005,30431898.0,Morocco,5708.0312,35.76369128,Africa,Northern Africa
4772,2006,30833024.0,Morocco,6076.9526,32.61687893,Africa,Northern Africa
4773,2007,31232634.0,Morocco,6228.4316,33.17632394,Africa,Northern Africa
4774,2008,31634996.0,Morocco,6530.978,34.47254818,Africa,Northern Africa
4775,2009,32042880.0,Morocco,6741.4604,33.46813558,Africa,Northern Africa
4776,2010,32464866.0,Morocco,6931.558,34.20617228,Africa,Northern Africa
4777,2011,32903708.0,Morocco,7226.0,36.85342098,Africa,Northern Africa
4778,2012,33352166.0,Morocco,7355.326,33.06121764569884,Africa,Northern Africa
4779,2013,33803528.0,Morocco,7599.724,33.58730858245104,Africa,Northern Africa
4780,2014,34248608.0,Morocco,7714.632,34.077976419568174,Africa,Northern Africa
4781,2015,34680456.0,Morocco,7959.528,34.53470505603693,Africa,Northern Africa
4782,2016,35107272.0,Morocco,7912.222,34.957494491857325,Africa,Northern Africa
4783,2017,35528116.0,Morocco,8222.67,35.34736345070824,Africa,Northern Africa
4784,2018,35927516.0,Morocco,8385.949,35.70218150112053,Africa,Northern Africa
4785,2019,36304408.0,Morocco,8540.804,36.02306035088446,Africa,Northern Africa
4786,2020,36688768.0,Morocco,7849.208,36.31,Africa,Northern Africa
4787,1980,11413590.0,Mozambique,1945.0,14.21908627,Africa,Sub-Saharan Africa
4788,1981,11640020.0,Mozambique,1940.0,23.82454778,Africa,Sub-Saharan Africa
4789,1982,11901834.0,Mozambique,1852.0,27.05426877,Africa,Sub-Saharan Africa
4790,1983,12163331.0,Mozambique,1694.0,35.37936339,Africa,Sub-Saharan Africa
4791,1984,12426220.0,Mozambique,1629.0,30.91274549,Africa,Sub-Saharan Africa
4792,1985,12680070.0,Mozambique,1466.0,21.09563967,Africa,Sub-Saharan Africa
4793,1986,12909798.0,Mozambique,1479.0,24.60373454,Africa,Sub-Saharan Africa
4794,1987,12964793.0,Mozambique,1562.0,24.07614908,Africa,Sub-Saharan Africa
4795,1988,12956776.0,Mozambique,1701.0,28.42993897,Africa,Sub-Saharan Africa
4796,1989,13087606.0,Mozambique,1776.0,28.80738755,Africa,Sub-Saharan Africa
4797,1990,13303461.0,Mozambique,1776.0,22.32323075,Africa,Sub-Saharan Africa
4798,1991,13561180.0,Mozambique,1719.0991,25.47113639,Africa,Sub-Saharan Africa
4799,1992,13816886.0,Mozambique,1482.4166,31.59538282,Africa,Sub-Saharan Africa
4800,1993,14206253.0,Mozambique,1439.2897,31.27731673,Africa,Sub-Saharan Africa
4801,1994,14912879.0,Mozambique,1312.3721,31.89375476,Africa,Sub-Saharan Africa
4802,1995,15594829.0,Mozambique,1165.8102,26.72354835,Africa,Sub-Saharan Africa
4803,1996,16079560.0,Mozambique,1325.5953,19.7906822,Africa,Sub-Saharan Africa
4804,1997,16521724.0,Mozambique,1323.6936,22.37027201,Africa,Sub-Saharan Africa
4805,1998,16923202.0,Mozambique,1335.6608,20.08516738,Africa,Sub-Saharan Africa
4806,1999,17337896.0,Mozambique,1301.5763,22.18556561,Africa,Sub-Saharan Africa
4807,2000,17768510.0,Mozambique,1196.0149,23.82523579,Africa,Sub-Saharan Africa
4808,2001,18220724.0,Mozambique,1219.381,29.36076902,Africa,Sub-Saharan Africa
4809,2002,18694948.0,Mozambique,1199.7332,27.64936657,Africa,Sub-Saharan Africa
4810,2003,19186758.0,Mozambique,1155.7037,27.441052,Africa,Sub-Saharan Africa
4811,2004,19694412.0,Mozambique,1125.8322,25.77675294,Africa,Sub-Saharan Africa
4812,2005,20211124.0,Mozambique,1107.5338,23.71797117,Africa,Sub-Saharan Africa
4813,2006,20735990.0,Mozambique,1099.3418,27.75663127,Africa,Sub-Saharan Africa
4814,2007,21280520.0,Mozambique,1067.9664,28.76205719,Africa,Sub-Saharan Africa
4815,2008,21845572.0,Mozambique,1031.3622,28.33714755,Africa,Sub-Saharan Africa
4816,2009,22436660.0,Mozambique,991.74524,33.07995543,Africa,Sub-Saharan Africa
4817,2010,23073732.0,Mozambique,956.53046,34.24927044,Africa,Sub-Saharan Africa
4818,2011,23760424.0,Mozambique,925.0,35.34428315,Africa,Sub-Saharan Africa
4819,1998,44516188.0,Myanmar,1547.0283,26.07232311,Asia,South-eastern Asia
4820,1999,45041644.0,Myanmar,1667.6613,23.0795073,Asia,South-eastern Asia
4821,2000,45538340.0,Myanmar,1843.4945,24.1390306,Asia,South-eastern Asia
4822,2001,46014828.0,Myanmar,1996.3737,19.72961883,Asia,South-eastern Asia
4823,2002,46480236.0,Myanmar,2175.8835,15.93321547,Asia,South-eastern Asia
4824,2003,46924296.0,Myanmar,2410.5698,16.8415663,Asia,South-eastern Asia
4825,2004,47338444.0,Myanmar,2664.9412,17.08433891,Asia,South-eastern Asia
4826,2005,47724472.0,Myanmar,2947.0989,17.50875841,Asia,South-eastern Asia
4827,2006,48088276.0,Myanmar,3246.6934,19.57619637,Asia,South-eastern Asia
4828,2007,48445652.0,Myanmar,3542.5884,18.52777281,Asia,South-eastern Asia
4829,2008,48729480.0,Myanmar,3585.7651,16.09315206,Asia,South-eastern Asia
4830,2009,49015836.0,Myanmar,3673.4368,17.70089571,Asia,South-eastern Asia
4831,2010,49390988.0,Myanmar,3772.9985,19.43392106,Asia,South-eastern Asia
4832,2011,49794528.0,Myanmar,3884.0,20.14819018,Asia,South-eastern Asia
4833,1990,1369016.0,Namibia,5007.0,27.56736792,Africa,Sub-Saharan Africa
4834,1991,1415624.0,Namibia,5239.034,32.41067226,Africa,Sub-Saharan Africa
4835,1992,1461694.0,Namibia,5532.6724,35.24400463,Africa,Sub-Saharan Africa
4836,1993,1509848.0,Namibia,5294.2427,34.13583054,Africa,Sub-Saharan Africa
4837,1994,1558459.0,Namibia,5545.4624,31.33712411,Africa,Sub-Saharan Africa
4838,1995,1605382.0,Namibia,5638.7666,32.98535389,Africa,Sub-Saharan Africa
4839,1996,1650077.0,Namibia,5687.1167,34.92276486,Africa,Sub-Saharan Africa
4840,1997,1693248.0,Namibia,5796.632,35.80866054,Africa,Sub-Saharan Africa
4841,1998,1735959.0,Namibia,5859.8833,36.75657159,Africa,Sub-Saharan Africa
4842,1999,1778280.0,Namibia,5926.4277,35.57481768,Africa,Sub-Saharan Africa
4843,2000,1819148.0,Namibia,5971.815,31.29505786,Africa,Sub-Saharan Africa
4844,2001,1856406.0,Namibia,5888.432,31.57917118,Africa,Sub-Saharan Africa
4845,2002,1888531.0,Namibia,6069.3203,31.81574155,Africa,Sub-Saharan Africa
4846,2003,1915432.0,Namibia,6082.4263,32.47548608,Africa,Sub-Saharan Africa
4847,2004,1939405.0,Namibia,6712.772,30.27573598,Africa,Sub-Saharan Africa
4848,2005,1962874.0,Namibia,6807.5757,29.14003968,Africa,Sub-Saharan Africa
4849,2006,1986568.0,Namibia,7208.6885,27.69932219,Africa,Sub-Saharan Africa
4850,2007,2011492.0,Namibia,7509.527,26.4296975,Africa,Sub-Saharan Africa
4851,2008,2038556.0,Namibia,7618.031,28.30457005,Africa,Sub-Saharan Africa
4852,2009,2067928.0,Namibia,7548.129,32.84063013,Africa,Sub-Saharan Africa
4853,2010,2099275.0,Namibia,7905.541,33.97613803,Africa,Sub-Saharan Africa
4854,2011,2132343.0,Namibia,8203.0,38.2070239,Africa,Sub-Saharan Africa
4855,2000,24559504.0,Nepal,1676.7456,14.25160114,Asia,Southern Asia
4856,2001,24956070.0,Nepal,1738.3142,15.8074308,Asia,Southern Asia
4857,2002,25332178.0,Nepal,1709.7787,16.08887141,Asia,Southern Asia
4858,2003,25682912.0,Nepal,1747.7766,14.99135365,Asia,Southern Asia
4859,2004,26003970.0,Nepal,1802.1438,14.68232868,Asia,Southern Asia
4860,2005,26285112.0,Nepal,1836.3057,14.80912685,Asia,Southern Asia
4861,2006,26518974.0,Nepal,1884.1871,13.6897182,Asia,Southern Asia
4862,2007,26713652.0,Nepal,1927.3865,15.80692565,Asia,Southern Asia
4863,2008,26881542.0,Nepal,2021.154,16.13497732,Asia,Southern Asia
4864,2009,27026952.0,Nepal,2085.2437,20.21889688,Asia,Southern Asia
4865,2010,27161572.0,Nepal,2152.2747,19.61430229,Asia,Southern Asia
4866,2011,27266398.0,Nepal,2189.0,19.56251022,Asia,Southern Asia
4867,1880,4040346.0,Netherlands,4666.0,12.01584,Europe,Western Europe
4868,1881,4086642.0,Netherlands,4694.0,12.62963,Europe,Western Europe
4869,1882,4133595.0,Netherlands,4758.0,13.07766,Europe,Western Europe
4870,1883,4181215.0,Netherlands,5053.0,13.90167,Europe,Western Europe
4871,1884,4229384.0,Netherlands,5085.0,13.54773,Europe,Western Europe
4872,1885,4278108.0,Netherlands,5137.0,13.9763,Europe,Western Europe
4873,1886,4327393.0,Netherlands,5157.0,14.71707,Europe,Western Europe
4874,1887,4377246.0,Netherlands,5223.0,13.71875,Europe,Western Europe
4875,1888,4427673.0,Netherlands,5231.0,14.5334,Europe,Western Europe
4876,1889,4479670.0,Netherlands,5349.0,12.88771,Europe,Western Europe
4877,1890,4533266.0,Netherlands,5078.0,16.76735,Europe,Western Europe
4878,1891,4588493.0,Netherlands,5035.0,13.52241,Europe,Western Europe
4879,1892,4645382.0,Netherlands,5131.0,15.50647,Europe,Western Europe
4880,1893,4703966.0,Netherlands,5019.0,15.13436,Europe,Western Europe
4881,1894,4763289.0,Netherlands,5247.0,14.24615,Europe,Western Europe
4882,1895,4823360.0,Netherlands,5212.0,14.21908,Europe,Western Europe
4883,1896,4884188.0,Netherlands,5359.0,13.68142,Europe,Western Europe
4884,1897,4945783.0,Netherlands,5421.0,14.06686,Europe,Western Europe
4885,1898,5008156.0,Netherlands,5431.0,13.87265,Europe,Western Europe
4886,1899,5072940.0,Netherlands,5435.0,13.46899,Europe,Western Europe
4887,1900,5140189.0,Netherlands,5306.0,13.46779,Europe,Western Europe
4888,1901,5209957.0,Netherlands,5483.0,12.52842,Europe,Western Europe
4889,1902,5282301.0,Netherlands,5630.0,12.86034,Europe,Western Europe
4890,1903,5357276.0,Netherlands,5544.0,13.19205,Europe,Western Europe
4891,1904,5433315.0,Netherlands,5541.0,12.94832,Europe,Western Europe
4892,1905,5510433.0,Netherlands,5735.0,12.32553,Europe,Western Europe
4893,1906,5588646.0,Netherlands,5770.0,11.83486,Europe,Western Europe
4894,1907,5667969.0,Netherlands,5592.0,11.79855,Europe,Western Europe
4895,1908,5748418.0,Netherlands,5628.0,12.31085,Europe,Western Europe
4896,1909,5830495.0,Netherlands,5852.0,12.26889,Europe,Western Europe
4897,1910,5914229.0,Netherlands,6030.0,12.03407,Europe,Western Europe
4898,1911,5999652.0,Netherlands,6158.0,10.64842,Europe,Western Europe
4899,1912,6086795.0,Netherlands,6245.0,10.85595,Europe,Western Europe
4900,1913,6175690.0,Netherlands,6454.0,11.05003,Europe,Western Europe
4901,1914,6265882.0,Netherlands,6166.0,0.790895,Europe,Western Europe
4902,1915,6357392.0,Netherlands,6258.0,0.80615,Europe,Western Europe
4903,1916,6450239.0,Netherlands,6306.0,0.882833,Europe,Western Europe
4904,1917,6544441.0,Netherlands,5781.0,1.02042,Europe,Western Europe
4905,1918,6640214.0,Netherlands,5343.0,0.999785,Europe,Western Europe
4906,1919,6736779.0,Netherlands,6570.0,1.09491,Europe,Western Europe
4907,1920,6834137.0,Netherlands,6727.0,1.04601,Europe,Western Europe
4908,1921,6932291.0,Netherlands,7063.0,1.2015,Europe,Western Europe
4909,1922,7031246.0,Netherlands,7331.0,1.40572,Europe,Western Europe
4910,1923,7131002.0,Netherlands,7388.0,10.20485,Europe,Western Europe
4911,1924,7232174.0,Netherlands,7803.0,9.45698,Europe,Western Europe
4912,1925,7334781.0,Netherlands,8019.0,9.30841,Europe,Western Europe
4913,1926,7438843.0,Netherlands,8541.0,9.1951,Europe,Western Europe
4914,1927,7544382.0,Netherlands,8773.0,9.39672,Europe,Western Europe
4915,1928,7651419.0,Netherlands,9118.0,8.82309,Europe,Western Europe
4916,1929,7756463.0,Netherlands,9068.0,9.4708,Europe,Western Europe
4917,1930,7859443.0,Netherlands,8931.0,10.09579,Europe,Western Europe
4918,1931,7960289.0,Netherlands,8265.0,12.43901,Europe,Western Europe
4919,1932,8058927.0,Netherlands,8026.0,13.7538,Europe,Western Europe
4920,1933,8155281.0,Netherlands,7900.0,13.61202,Europe,Western Europe
4921,1934,8252788.0,Netherlands,7659.0,14.07828,Europe,Western Europe
4922,1935,8351461.0,Netherlands,7857.0,13.70767,Europe,Western Europe
4923,1936,8451313.0,Netherlands,8273.0,12.94483,Europe,Western Europe
4924,1937,8552359.0,Netherlands,8660.0,11.62429,Europe,Western Europe
4925,1938,8654613.0,Netherlands,8368.0,11.84861,Europe,Western Europe
4926,1939,8760124.0,Netherlands,8837.0,14.67895,Europe,Western Europe
4927,1949,9964193.0,Netherlands,9373.0,26.9048,Europe,Western Europe
4928,1950,10093555.0,Netherlands,9558.0,26.55152,Europe,Western Europe
4929,1951,10226297.0,Netherlands,9615.0,25.94887,Europe,Western Europe
4930,1952,10361806.0,Netherlands,9698.0,25.1875,Europe,Western Europe
4931,1953,10497301.0,Netherlands,10429.0,27.71432,Europe,Western Europe
4932,1954,10631384.0,Netherlands,11010.0,24.49246,Europe,Western Europe
4933,1955,10767911.0,Netherlands,11678.0,24.78786,Europe,Western Europe
4934,1956,10905351.0,Netherlands,11953.0,24.06498,Europe,Western Europe
4935,1957,11046127.0,Netherlands,12137.0,22.72078,Europe,Western Europe
4936,1958,11191758.0,Netherlands,11926.0,22.52822,Europe,Western Europe
4937,1959,11341766.0,Netherlands,12333.0,22.98416,Europe,Western Europe
4938,1960,11493124.0,Netherlands,13209.0,21.81371,Europe,Western Europe
4939,1961,11647374.0,Netherlands,13074.0,23.55257,Europe,Western Europe
4940,1962,11803461.0,Netherlands,13770.0,23.40751,Europe,Western Europe
4941,1963,11958417.0,Netherlands,14078.0,23.12832,Europe,Western Europe
4942,1964,12117832.0,Netherlands,15042.0,23.48785,Europe,Western Europe
4943,1965,12275797.0,Netherlands,15618.0,24.62295,Europe,Western Europe
4944,1966,12426790.0,Netherlands,15838.0,25.63016,Europe,Western Europe
4945,1967,12576971.0,Netherlands,16483.0,25.43011,Europe,Western Europe
4946,1968,12727200.0,Netherlands,17365.0,26.80261,Europe,Western Europe
4947,1969,12881251.0,Netherlands,18270.0,44.84074,Europe,Western Europe
4948,1970,13037686.0,Netherlands,19075.0,46.0834,Europe,Western Europe
4949,1971,13186716.0,Netherlands,19636.0,47.39398,Europe,Western Europe
4950,1972,13324182.0,Netherlands,20079.0,47.56175,Europe,Western Europe
4951,1973,13447575.0,Netherlands,20851.0,47.24984,Europe,Western Europe
4952,1974,13560532.0,Netherlands,21514.0,49.26544,Europe,Western Europe
4953,1975,13663970.0,Netherlands,21318.0,53.67612,Europe,Western Europe
4954,1976,13760114.0,Netherlands,22132.0,53.74726,Europe,Western Europe
4955,1977,13855560.0,Netherlands,22598.0,53.56757,Europe,Western Europe
4956,1978,13949415.0,Netherlands,22992.0,55.45078,Europe,Western Europe
4957,1979,14040286.0,Netherlands,23347.0,57.05213,Europe,Western Europe
4958,1980,14130383.0,Netherlands,23438.0,58.89594,Europe,Western Europe
4959,1981,14217323.0,Netherlands,23153.0,61.23361,Europe,Western Europe
4960,1982,14296533.0,Netherlands,22780.0,64.15072,Europe,Western Europe
4961,1983,14369651.0,Netherlands,23086.0,64.64449,Europe,Western Europe
4962,1984,14441930.0,Netherlands,23750.0,64.06575,Europe,Western Europe
4963,1985,14515705.0,Netherlands,24361.0,63.44812,Europe,Western Europe
4964,1986,14592526.0,Netherlands,24893.0,63.19993,Europe,Western Europe
4965,1987,14675302.0,Netherlands,25085.0,64.60572,Europe,Western Europe
4966,1988,14762321.0,Netherlands,25574.0,62.41156,Europe,Western Europe
4967,1989,14850230.0,Netherlands,26612.0,60.1918,Europe,Western Europe
4968,1990,14944550.0,Netherlands,27515.0,60.70745,Europe,Western Europe
4969,1991,15046578.0,Netherlands,28126.781,60.94845,Europe,Western Europe
4970,1992,15150688.0,Netherlands,28555.732,61.90592,Europe,Western Europe
4971,1993,15251088.0,Netherlands,28879.996,61.79635,Europe,Western Europe
4972,1994,15349481.0,Netherlands,29727.557,59.0671,Europe,Western Europe
4973,1995,15446670.0,Netherlands,30680.348,62.07929,Europe,Western Europe
4974,1996,15538617.0,Netherlands,31811.738,54.73405,Europe,Western Europe
4975,1997,15629912.0,Netherlands,33199.633,52.47354,Europe,Western Europe
4976,1998,15722601.0,Netherlands,34688.55,51.34526,Europe,Western Europe
4977,1999,15812491.0,Netherlands,36409.08,50.29816,Europe,Western Europe
4978,2000,15899138.0,Netherlands,37899.95,47.82206,Europe,Western Europe
4979,2001,15981630.0,Netherlands,38636.223,48.52267,Europe,Western Europe
4980,2002,16057042.0,Netherlands,38653.125,49.01165,Europe,Western Europe
4981,2003,16127574.0,Netherlands,38803.957,49.69275,Europe,Western Europe
4982,2004,16196036.0,Netherlands,39682.375,48.57689,Europe,Western Europe
4983,2005,16261834.0,Netherlands,40679.49,47.14939,Europe,Western Europe
4984,2006,16325679.0,Netherlands,42286.51,47.74403,Europe,Western Europe
4985,2007,16391232.0,Netherlands,44008.75,47.4709,Europe,Western Europe
4986,2008,16460775.0,Netherlands,44840.71,48.44276,Europe,Western Europe
4987,2009,16536200.0,Netherlands,43178.508,53.72368,Europe,Western Europe
4988,2010,16617121.0,Netherlands,43812.348,53.10754,Europe,Western Europe
4989,2011,16701470.0,Netherlands,44591.0,51.53351,Europe,Western Europe
4990,2012,16785296.0,Netherlands,43968.254,51.70149170655692,Europe,Western Europe
4991,2013,16867352.0,Netherlands,43782.97,51.700484650473015,Europe,Western Europe
4992,2014,16954080.0,Netherlands,44245.56,51.528235486982155,Europe,Western Europe
4993,2015,17041110.0,Netherlands,44912.664,51.18497572565788,Europe,Western Europe
4994,2016,17124512.0,Netherlands,45654.47,50.67070536650023,Europe,Western Europe
4995,2017,17207204.0,Netherlands,46706.438,49.983312024531074,Europe,Western Europe
4996,2018,17286042.0,Netherlands,47528.902,49.12655194752079,Europe,Western Europe
4997,2019,17363260.0,Netherlands,48142.67,48.0987812726771,Europe,Western Europe
4998,2020,17434562.0,Netherlands,46014.484,46.9,Europe,Western Europe
4999,1940,8868956.0,Netherlands,7701.0,18.258854134694253,Europe,Western Europe
5000,1941,8981176.0,Netherlands,7222.0,19.575112566677316,Europe,Western Europe
5001,1942,9096853.0,Netherlands,6546.0,20.722756877179197,Europe,Western Europe
5002,1943,9216054.0,Netherlands,6346.0,21.70560890733712,Europe,Western Europe
5003,1944,9336818.0,Netherlands,4222.0,22.523668657151077,Europe,Western Europe
5004,1945,9459164.0,Netherlands,4281.0,23.17849953918669,Europe,Western Europe
5005,1946,9583114.0,Netherlands,7104.0,23.666523242613152,Europe,Western Europe
5006,1947,9708687.0,Netherlands,8046.0,23.98975466569565,Europe,Western Europe
5007,1948,9835906.0,Netherlands,8751.0,24.14819380843418,Europe,Western Europe
5008,1880,510014.0,New Zealand,5973.0,12.882,Oceania,Australia and New Zealand
5009,1881,529338.0,New Zealand,6001.0,13.0375,Oceania,Australia and New Zealand
5010,1882,545917.0,New Zealand,5812.0,11.9473,Oceania,Australia and New Zealand
5011,1883,559490.0,New Zealand,5571.0,12.3469,Oceania,Australia and New Zealand
5012,1884,573401.0,New Zealand,5903.0,13.0074,Oceania,Australia and New Zealand
5013,1885,587658.0,New Zealand,5718.0,13.3425,Oceania,Australia and New Zealand
5014,1886,602269.0,New Zealand,5742.0,14.6328,Oceania,Australia and New Zealand
5015,1887,617244.0,New Zealand,5745.0,14.8049,Oceania,Australia and New Zealand
5016,1888,632591.0,New Zealand,5665.0,14.4367,Oceania,Australia and New Zealand
5017,1889,647608.0,New Zealand,5899.0,14.2133,Oceania,Australia and New Zealand
5018,1890,662272.0,New Zealand,5985.0,13.151,Oceania,Australia and New Zealand
5019,1891,676562.0,New Zealand,5947.0,13.633,Oceania,Australia and New Zealand
5020,1892,690453.0,New Zealand,6059.0,13.7482,Oceania,Australia and New Zealand
5021,1893,703920.0,New Zealand,6038.0,13.1976,Oceania,Australia and New Zealand
5022,1894,717650.0,New Zealand,5705.0,14.031,Oceania,Australia and New Zealand
5023,1895,731648.0,New Zealand,5805.0,14.2904,Oceania,Australia and New Zealand
5024,1896,745919.0,New Zealand,6357.0,13.789,Oceania,Australia and New Zealand
5025,1897,760468.0,New Zealand,6296.0,12.9956,Oceania,Australia and New Zealand
5026,1898,775301.0,New Zealand,6352.0,13.2476,Oceania,Australia and New Zealand
5027,1899,791494.0,New Zealand,6441.0,13.646,Oceania,Australia and New Zealand
5028,1900,809099.0,New Zealand,6851.0,13.4994,Oceania,Australia and New Zealand
5029,1901,828174.0,New Zealand,6731.0,13.2526,Oceania,Australia and New Zealand
5030,1902,848778.0,New Zealand,7074.0,14.5858,Oceania,Australia and New Zealand
5031,1903,870968.0,New Zealand,7535.0,13.9047,Oceania,Australia and New Zealand
5032,1904,893740.0,New Zealand,7285.0,13.4425,Oceania,Australia and New Zealand
5033,1905,917106.0,New Zealand,7731.0,13.4939,Oceania,Australia and New Zealand
5034,1906,941083.0,New Zealand,8222.0,12.5823,Oceania,Australia and New Zealand
5035,1907,965687.0,New Zealand,8512.0,12.0534,Oceania,Australia and New Zealand
5036,1908,990935.0,New Zealand,7707.0,11.915,Oceania,Australia and New Zealand
5037,1909,1014998.0,New Zealand,7603.0,13.7379,Oceania,Australia and New Zealand
5038,1910,1037814.0,New Zealand,8474.0,13.5414,Oceania,Australia and New Zealand
5039,1911,1059319.0,New Zealand,8757.0,12.2923,Oceania,Australia and New Zealand
5040,1912,1079444.0,New Zealand,8303.0,13.0259,Oceania,Australia and New Zealand
5041,1913,1098120.0,New Zealand,8212.0,15.49521,Oceania,Australia and New Zealand
