Country,Code,Period,Year,GDP Per Person,Annual Average Working Hours Adjusted Composite Series,Real GDP of England at market prices,Population (England),GDP per hour per person,Real GDP (£B),Region,Real GDP of England at market prices (20-year moving average),GDP Per Person (20-year moving average),"Population (England, 20-year moving average)",GDP per hour per person (20-year moving average),Year (20-year moving average)
United Kingdom,GBR,,1748,1906,2715.7,11085000000.0,5817000,0.70,11.1,Europe,10296600000.0,1831.85,5619700.0,0.666,1738.5
United Kingdom,GBR,,1749,1883,2711.65,11017000000.0,5851000,0.69,11.0,Europe,10377750000.0,1840.25,5638350.0,0.6695,1739.5
United Kingdom,GBR,,1750,1898,2707.61,11174000000.0,5888000,0.70,11.2,Europe,10456100000.0,1846.55,5661700.0,0.6725000000000001,1740.5
United Kingdom,GBR,,1751,1846,2703.58,10930000000.0,5922000,0.68,10.9,Europe,10530000000.0,1851.55,5687100.0,0.675,1741.5
United Kingdom,GBR,,1752,1924,2699.55,11466000000.0,5961000,0.71,11.5,Europe,10599400000.0,1854.35,5715400.0,0.6765,1742.5
United Kingdom,GBR,,1753,1925,2695.53,11565000000.0,6008000,0.71,11.6,Europe,10662700000.0,1855.9,5743900.0,0.6775,1743.5
United Kingdom,GBR,,1754,1857,2691.51,11239000000.0,6052000,0.69,11.2,Europe,10711700000.0,1855.75,5770750.0,0.6785,1744.5
United Kingdom,GBR,,1755,1899,2687.5,11577000000.0,6097000,0.71,11.6,Europe,10789850000.0,1860.65,5797550.0,0.6815,1745.5
United Kingdom,GBR,,1756,1850,2683.5,11378000000.0,6149000,0.69,11.4,Europe,10820950000.0,1857.1,5825050.0,0.6815,1746.5
United Kingdom,GBR,,1757,1947,2679.5,12031000000.0,6178000,0.73,12.0,Europe,10913650000.0,1864.05,5852500.0,0.6855,1747.5
United Kingdom,GBR,,1758,1968,2675.51,12195000000.0,6196000,0.74,12.2,Europe,11005150000.0,1870.75,5879700.0,0.6890000000000001,1748.5
United Kingdom,GBR,,1759,1991,2671.52,12385000000.0,6222000,0.75,12.4,Europe,11109700000.0,1879.75,5906600.0,0.6935,1749.5
United Kingdom,GBR,,1760,2034,2667.54,12742000000.0,6263000,0.76,12.7,Europe,11240850000.0,1892.85,5934150.0,0.6995,1750.5
United Kingdom,GBR,,1761,2099,2684.68,13247000000.0,6310000,0.78,13.2,Europe,11382600000.0,1906.85,5963500.0,0.7055,1751.5
United Kingdom,GBR,,1762,2031,2701.92,12875000000.0,6339000,0.75,12.9,Europe,11493900000.0,1914.4,5997250.0,0.7085,1752.5
United Kingdom,GBR,,1763,2028,2719.28,12830000000.0,6327000,0.75,12.8,Europe,11615600000.0,1923.95,6030600.0,0.7125,1753.5
United Kingdom,GBR,,1764,2016,2736.75,12822000000.0,6361000,0.74,12.8,Europe,11744250000.0,1934.75,6063900.0,0.7165,1754.5
United Kingdom,GBR,,1765,1982,2754.33,12715000000.0,6415000,0.72,12.7,Europe,11860150000.0,1943.45,6097150.0,0.7195,1755.5
United Kingdom,GBR,,1766,1998,2772.02,12882000000.0,6449000,0.72,12.9,Europe,11968150000.0,1950.65,6130500.0,0.7215,1756.5
United Kingdom,GBR,,1767,2005,2789.83,12968000000.0,6467000,0.72,13.0,Europe,12056150000.0,1954.35,6163600.0,0.722,1757.5
United Kingdom,GBR,,1768,2017,2807.75,13084000000.0,6487000,0.72,13.1,Europe,12156100000.0,1959.9,6197100.0,0.723,1758.5
United Kingdom,GBR,,1769,2116,2825.79,13821000000.0,6531000,0.75,13.8,Europe,12296300000.0,1971.55,6231100.0,0.726,1759.5
United Kingdom,GBR,,1770,2043,2843.94,13440000000.0,6580000,0.72,13.4,Europe,12409600000.0,1978.8,6265700.0,0.727,1760.5
United Kingdom,GBR,,1771,2067,2862.21,13688000000.0,6623000,0.72,13.7,Europe,12547500000.0,1989.85,6300750.0,0.729,1761.5
United Kingdom,GBR,,1772,1998,2880.6,13335000000.0,6674000,0.69,13.3,Europe,12640950000.0,1993.55,6336400.0,0.728,1762.5
United Kingdom,GBR,,1773,2017,2899.1,13570000000.0,6727000,0.70,13.6,Europe,12741200000.0,1998.15,6372350.0,0.7274999999999999,1763.5
United Kingdom,GBR,,1774,1958,2917.72,13265000000.0,6776000,0.67,13.3,Europe,12842500000.0,2003.2,6408550.0,0.7264999999999999,1764.5
United Kingdom,GBR,,1775,1999,2936.47,13686000000.0,6848000,0.68,13.7,Europe,12947950000.0,2008.2,6446100.0,0.725,1765.5
United Kingdom,GBR,,1776,2043,2955.33,14126000000.0,6913000,0.69,14.1,Europe,13085350000.0,2017.85,6484300.0,0.725,1766.5
United Kingdom,GBR,,1777,2082,2974.32,14532000000.0,6979000,0.70,14.5,Europe,13210400000.0,2024.6,6524350.0,0.7234999999999999,1767.5
United Kingdom,GBR,,1778,2046,2993.42,14427000000.0,7050000,0.68,14.4,Europe,13322000000.0,2028.5,6567050.0,0.7204999999999999,1768.5
United Kingdom,GBR,,1779,2021,3012.65,14384000000.0,7116000,0.67,14.4,Europe,13421950000.0,2030.0,6611750.0,0.7164999999999999,1769.5
United Kingdom,GBR,,1780,2102,3032.0,15038000000.0,7155000,0.69,15.0,Europe,13536750000.0,2033.4,6656350.0,0.713,1770.5
United Kingdom,GBR,,1781,2146,3051.48,15463000000.0,7206000,0.70,15.5,Europe,13647550000.0,2035.75,6701150.0,0.709,1771.5
United Kingdom,GBR,,1782,2117,3071.08,15306000000.0,7231000,0.69,15.3,Europe,13769100000.0,2040.05,6745750.0,0.706,1772.5
United Kingdom,GBR,,1783,2090,3090.81,15223000000.0,7284000,0.68,15.2,Europe,13888750000.0,2043.15,6793600.0,0.7025,1773.5
United Kingdom,GBR,,1784,2093,3110.67,15280000000.0,7301000,0.67,15.3,Europe,14011650000.0,2047.0,6840600.0,0.6990000000000001,1774.5
United Kingdom,GBR,,1785,2059,3130.65,15170000000.0,7368000,0.66,15.2,Europe,14134400000.0,2050.85,6888250.0,0.696,1775.5
United Kingdom,GBR,,1786,2076,3150.76,15432000000.0,7434000,0.66,15.4,Europe,14261900000.0,2054.75,6937500.0,0.693,1776.5
United Kingdom,GBR,,1787,2021,3171.0,15172000000.0,7508000,0.64,15.2,Europe,14372100000.0,2055.55,6989550.0,0.689,1777.5
United Kingdom,GBR,,1788,1993,3191.37,15134000000.0,7592000,0.62,15.1,Europe,14474600000.0,2054.35,7044800.0,0.684,1778.5
United Kingdom,GBR,,1789,2018,3211.87,15469000000.0,7666000,0.63,15.5,Europe,14557000000.0,2049.45,7101550.0,0.678,1779.5
United Kingdom,GBR,,1790,2144,3232.51,16639000000.0,7762000,0.66,16.6,Europe,14716950000.0,2054.5,7160650.0,0.675,1780.5
United Kingdom,GBR,,1791,2129,3253.27,16707000000.0,7846000,0.65,16.7,Europe,14867900000.0,2057.6,7221800.0,0.6715,1781.5
United Kingdom,GBR,,1792,2189,3274.17,17374000000.0,7937000,0.67,17.4,Europe,15069850000.0,2067.15,7284950.0,0.6705,1782.5
United Kingdom,GBR,,1793,2130,3295.2,17088000000.0,8022000,0.65,17.1,Europe,15245750000.0,2072.8,7349700.0,0.668,1783.5
United Kingdom,GBR,,1794,2041,3316.37,16532000000.0,8101000,0.62,16.5,Europe,15409100000.0,2076.95,7415950.0,0.6655,1784.5
United Kingdom,GBR,,1795,2243,3337.67,18323000000.0,8169000,0.67,18.3,Europe,15640950000.0,2089.15,7482000.0,0.6649999999999999,1785.5
United Kingdom,GBR,,1796,2259,3359.11,18648000000.0,8256000,0.67,18.6,Europe,15867050000.0,2099.95,7549150.0,0.6639999999999999,1786.5
United Kingdom,GBR,,1797,2221,3380.69,18508000000.0,8334000,0.66,18.5,Europe,16065850000.0,2106.9,7616900.0,0.662,1787.5
United Kingdom,GBR,,1798,2215,3402.41,18682000000.0,8435000,0.65,18.7,Europe,16278600000.0,2115.35,7686150.0,0.6605000000000001,1788.5
United Kingdom,GBR,,1799,2248,3424.27,19169000000.0,8526000,0.66,19.2,Europe,16517850000.0,2126.7,7756650.0,0.66,1789.5
United Kingdom,GBR,,1800,2332,3446.26,20098000000.0,8620000,0.68,20.1,Europe,16770850000.0,2138.2,7829900.0,0.6595,1790.5
United Kingdom,GBR,,1801,2338,3447.23,20275000000.0,8671000,0.68,20.3,Europe,17011450000.0,2147.8,7903150.0,0.6585,1791.5
United Kingdom,GBR,,1802,2348,3448.19,20500000000.0,8731000,0.68,20.5,Europe,17271150000.0,2159.35,7978150.0,0.6580000000000001,1792.5
United Kingdom,GBR,,1803,2272,3449.15,20062000000.0,8832000,0.66,20.1,Europe,17513100000.0,2168.45,8055550.0,0.657,1793.5
United Kingdom,GBR,,1804,2240,3450.12,20036000000.0,8945000,0.65,20.0,Europe,17750900000.0,2175.8,8137750.0,0.6559999999999999,1794.5
United Kingdom,GBR,,1805,2337,3451.08,21249000000.0,9092000,0.68,21.2,Europe,18054850000.0,2189.7,8223950.0,0.657,1795.5
United Kingdom,GBR,,1806,2292,3452.04,21159000000.0,9232000,0.66,21.2,Europe,18341200000.0,2200.5,8313850.0,0.657,1796.5
United Kingdom,GBR,,1807,2406,3453.01,22537000000.0,9368000,0.70,22.5,Europe,18709450000.0,2219.75,8406850.0,0.66,1797.5
United Kingdom,GBR,,1808,2261,3453.97,21477000000.0,9498000,0.65,21.5,Europe,19026600000.0,2233.15,8502150.0,0.6615,1798.5
United Kingdom,GBR,,1809,2301,3454.94,22145000000.0,9624000,0.67,22.1,Europe,19360400000.0,2247.3,8600050.0,0.6635000000000001,1799.5
United Kingdom,GBR,,1810,2420,3455.9,23567000000.0,9738000,0.70,23.6,Europe,19706800000.0,2261.1,8698850.0,0.6655,1800.5
United Kingdom,GBR,,1811,2364,3456.87,23314000000.0,9864000,0.68,23.3,Europe,20037150000.0,2272.85,8799750.0,0.667,1801.5
United Kingdom,GBR,,1812,2237,3457.83,22345000000.0,9988000,0.65,22.3,Europe,20285700000.0,2275.25,8902300.0,0.666,1802.5
United Kingdom,GBR,,1813,2323,3458.8,23555000000.0,10141000,0.67,23.6,Europe,20609050000.0,2284.9,9008250.0,0.667,1803.5
United Kingdom,GBR,,1814,2241,3459.77,23026000000.0,10274000,0.65,23.0,Europe,20933750000.0,2294.9,9116900.0,0.6685000000000001,1804.5
United Kingdom,GBR,,1815,2437,3460.73,25484000000.0,10458000,0.70,25.5,Europe,21291800000.0,2304.6,9231350.0,0.67,1805.5
United Kingdom,GBR,,1816,2271,3461.7,24140000000.0,10628000,0.66,24.1,Europe,21566400000.0,2305.2,9349950.0,0.6695,1806.5
United Kingdom,GBR,,1817,2272,3462.67,24540000000.0,10802000,0.66,24.5,Europe,21868000000.0,2307.75,9473350.0,0.6695,1807.5
United Kingdom,GBR,,1818,2237,3463.63,24508000000.0,10957000,0.65,24.5,Europe,22159300000.0,2308.85,9599450.0,0.6695,1808.5
United Kingdom,GBR,,1819,2167,3464.6,24097000000.0,11122000,0.63,24.1,Europe,22405700000.0,2304.8,9729250.0,0.668,1809.5
United Kingdom,GBR,,1820,2312,3465.57,26052000000.0,11268000,0.67,26.1,Europe,22703400000.0,2303.8,9861650.0,0.6675000000000001,1810.5
United Kingdom,GBR,,1821,2312,3466.54,26492000000.0,11457000,0.67,26.5,Europe,23014250000.0,2302.5,10000950.0,0.667,1811.5
United Kingdom,GBR,,1822,2317,3467.5,27002000000.0,11652000,0.67,27.0,Europe,23339350000.0,2300.95,10147000.0,0.6665,1812.5
United Kingdom,GBR,,1823,2348,3468.47,27795000000.0,11839000,0.68,27.8,Europe,23726000000.0,2304.75,10297350.0,0.6675000000000001,1813.5
United Kingdom,GBR,,1824,2440,3469.44,29317000000.0,12017000,0.70,29.3,Europe,24190050000.0,2314.75,10450950.0,0.67,1814.5
United Kingdom,GBR,,1825,2455,3470.41,29973000000.0,12208000,0.71,30.0,Europe,24626250000.0,2320.65,10606750.0,0.6715,1815.5
United Kingdom,GBR,,1826,2292,3471.38,28361000000.0,12374000,0.66,28.4,Europe,24986350000.0,2320.65,10763850.0,0.6715000000000001,1816.5
United Kingdom,GBR,,1827,2438,3472.35,30544000000.0,12528000,0.70,30.5,Europe,25386700000.0,2322.25,10921850.0,0.6715,1817.5
United Kingdom,GBR,,1828,2407,3473.32,30631000000.0,12728000,0.69,30.6,Europe,25844400000.0,2329.55,11083350.0,0.6735,1818.5
United Kingdom,GBR,,1829,2393,3474.29,30883000000.0,12903000,0.69,30.9,Europe,26281300000.0,2334.15,11247300.0,0.6745,1819.5
United Kingdom,GBR,,1830,2468,3475.26,32263000000.0,13074000,0.71,32.3,Europe,26716100000.0,2336.55,11414100.0,0.675,1820.5
United Kingdom,GBR,,1831,2510,3468.28,33262000000.0,13254000,0.72,33.3,Europe,27213500000.0,2343.85,11583600.0,0.677,1821.5
United Kingdom,GBR,,1832,2495,3461.31,33414000000.0,13394000,0.72,33.4,Europe,27766950000.0,2356.75,11753900.0,0.6805,1822.5
United Kingdom,GBR,,1833,2491,3454.35,33794000000.0,13565000,0.72,33.8,Europe,28278900000.0,2365.15,11925100.0,0.683,1823.5
United Kingdom,GBR,,1834,2542,3447.41,34983000000.0,13760000,0.74,35.0,Europe,28876750000.0,2380.2,12099400.0,0.6875,1824.5
United Kingdom,GBR,,1835,2665,3440.48,37098000000.0,13921000,0.77,37.1,Europe,29457450000.0,2391.6,12272550.0,0.6910000000000001,1825.5
United Kingdom,GBR,,1836,2700,3433.57,38068000000.0,14100000,0.79,38.1,Europe,30153850000.0,2413.05,12446150.0,0.6975,1826.5
United Kingdom,GBR,,1837,2647,3426.67,37744000000.0,14261000,0.77,37.7,Europe,30814050000.0,2431.8,12619100.0,0.7030000000000001,1827.5
United Kingdom,GBR,,1838,2746,3419.78,39586000000.0,14416000,0.80,39.6,Europe,31567950000.0,2457.25,12792050.0,0.7105,1828.5
United Kingdom,GBR,,1839,2774,3412.91,40484000000.0,14594000,0.81,40.5,Europe,32387300000.0,2487.6,12965650.0,0.7194999999999999,1829.5
United Kingdom,GBR,,1840,2750,3406.05,40614000000.0,14769000,0.81,40.6,Europe,33115400000.0,2509.5,13140700.0,0.7264999999999999,1830.5
United Kingdom,GBR,,1841,2643,3399.21,39484000000.0,14937000,0.78,39.5,Europe,33765000000.0,2526.05,13314700.0,0.732,1831.5
United Kingdom,GBR,,1842,2598,3392.38,39153000000.0,15073000,0.77,39.2,Europe,34372550000.0,2540.1,13485750.0,0.737,1832.5
United Kingdom,GBR,,1843,2647,3385.56,40410000000.0,15264000,0.78,40.4,Europe,35003300000.0,2555.05,13657000.0,0.742,1833.5
United Kingdom,GBR,,1844,2818,3378.76,43558000000.0,15455000,0.83,43.6,Europe,35715350000.0,2573.95,13828900.0,0.7485,1834.5
United Kingdom,GBR,,1845,2913,3371.97,45577000000.0,15648000,0.86,45.6,Europe,36495550000.0,2596.85,14000900.0,0.756,1835.5
United Kingdom,GBR,,1846,3043,3365.2,48212000000.0,15841000,0.90,48.2,Europe,37488100000.0,2634.4,14174250.0,0.768,1836.5
United Kingdom,GBR,,1847,2973,3358.43,47672000000.0,16035000,0.89,47.7,Europe,38344500000.0,2661.15,14349600.0,0.7775000000000001,1837.5
United Kingdom,GBR,,1848,3003,3351.68,48734000000.0,16230000,0.90,48.7,Europe,39249650000.0,2690.95,14524700.0,0.788,1838.5
United Kingdom,GBR,,1849,2991,3344.95,49122000000.0,16426000,0.89,49.1,Europe,40161600000.0,2720.85,14700850.0,0.7979999999999999,1839.5
United Kingdom,GBR,,1850,2914,3338.23,48432000000.0,16622000,0.87,48.4,Europe,40970050000.0,2743.15,14878250.0,0.806,1840.5
United Kingdom,GBR,,1851,3004,3331.52,50533000000.0,16820000,0.90,50.5,Europe,41833600000.0,2767.85,15056550.0,0.8150000000000001,1841.5
United Kingdom,GBR,,1852,3059,3324.83,52065000000.0,17018000,0.92,52.1,Europe,42766150000.0,2796.05,15237750.0,0.825,1842.5
United Kingdom,GBR,,1853,3136,3318.15,53992000000.0,17218000,0.95,54.0,Europe,43776050000.0,2828.3,15420400.0,0.8365,1843.5
United Kingdom,GBR,,1854,3233,3311.48,56304000000.0,17418000,0.98,56.3,Europe,44842100000.0,2862.85,15603300.0,0.8484999999999999,1844.5
United Kingdom,GBR,,1855,3160,3304.82,55666000000.0,17618000,0.96,55.7,Europe,45770500000.0,2887.6,15788150.0,0.858,1845.5
United Kingdom,GBR,,1856,3265,3298.18,58182000000.0,17820000,0.99,58.2,Europe,46776200000.0,2915.85,15974150.0,0.8680000000000001,1846.5
United Kingdom,GBR,,1857,3261,3291.89,58774000000.0,18021000,0.99,58.8,Europe,47827700000.0,2946.55,16162150.0,0.8790000000000001,1847.5
United Kingdom,GBR,,1858,3214,3285.61,58569000000.0,18223000,0.98,58.6,Europe,48776850000.0,2969.95,16352500.0,0.8880000000000001,1848.5
United Kingdom,GBR,,1859,3300,3279.32,60800000000.0,18426000,1.01,60.8,Europe,49792650000.0,2996.25,16544100.0,0.8979999999999999,1849.5
United Kingdom,GBR,,1860,3347,3273.03,62356000000.0,18629000,1.02,62.4,Europe,50879750000.0,3026.1,16737100.0,0.9085000000000001,1850.5
United Kingdom,GBR,,1861,3372,3261.69,63499000000.0,18833000,1.03,63.5,Europe,52080500000.0,3062.55,16931900.0,0.9209999999999999,1851.5
United Kingdom,GBR,,1862,3303,3247.86,62992000000.0,19073000,1.02,63.0,Europe,53272450000.0,3097.8,17131900.0,0.9334999999999999,1852.5
United Kingdom,GBR,,1863,3440,3247.86,66439000000.0,19315000,1.06,66.4,Europe,54573900000.0,3137.45,17334450.0,0.9475000000000001,1853.5
United Kingdom,GBR,,1864,3446,3244.54,67403000000.0,19561000,1.06,67.4,Europe,55766150000.0,3168.85,17539750.0,0.959,1854.5
United Kingdom,GBR,,1865,3564,3241.22,70609000000.0,19810000,1.10,70.6,Europe,57017750000.0,3201.4,17747850.0,0.9710000000000001,1855.5
United Kingdom,GBR,,1866,3569,3220.2,71603000000.0,20062000,1.11,71.6,Europe,58187300000.0,3227.7,17958900.0,0.9814999999999999,1856.5
United Kingdom,GBR,,1867,3543,3205.54,71989000000.0,20317000,1.11,72.0,Europe,59403150000.0,3256.2,18173000.0,0.9925,1857.5
United Kingdom,GBR,,1868,3639,3185.63,74875000000.0,20575000,1.14,74.9,Europe,60710200000.0,3288.0,18390250.0,1.0045,1858.5
United Kingdom,GBR,,1869,3684,3183.69,76758000000.0,20837000,1.16,76.8,Europe,62092000000.0,3322.65,18610800.0,1.018,1859.5
United Kingdom,GBR,,1870,3927,3183.42,82871000000.0,21102000,1.23,82.9,Europe,63813950000.0,3373.3,18834800.0,1.036,1860.5
United Kingdom,GBR,,1871,4104,3168.76,87729000000.0,21376000,1.30,87.7,Europe,65673750000.0,3428.3,19062600.0,1.0559999999999998,1861.5
United Kingdom,GBR,,1872,4065,3106.8,88093000000.0,21669000,1.31,88.1,Europe,67475150000.0,3478.6,19295150.0,1.0755000000000001,1862.5
United Kingdom,GBR,,1873,4038,3036.55,88709000000.0,21966000,1.33,88.7,Europe,69211000000.0,3523.7,19532550.0,1.0945,1863.5
United Kingdom,GBR,,1874,4153,3002.19,92472000000.0,22266000,1.38,92.5,Europe,71019400000.0,3569.7,19774950.0,1.1145,1864.5
United Kingdom,GBR,,1875,4131,2990.51,93242000000.0,22571000,1.38,93.2,Europe,72898200000.0,3618.25,20022600.0,1.1355,1865.5
United Kingdom,GBR,,1876,4090,2989.34,93568000000.0,22880000,1.37,93.6,Europe,74667500000.0,3659.5,20275600.0,1.1545,1866.5
United Kingdom,GBR,,1877,4067,2981.53,94340000000.0,23194000,1.36,94.3,Europe,76445800000.0,3699.8,20534250.0,1.173,1867.5
United Kingdom,GBR,,1878,4011,2978.7,94295000000.0,23511000,1.35,94.3,Europe,78232100000.0,3739.65,20798650.0,1.1915,1868.5
United Kingdom,GBR,,1879,3880,2979.74,92472000000.0,23833000,1.30,92.5,Europe,79815700000.0,3768.65,21069000.0,1.206,1869.5
United Kingdom,GBR,,1880,4116,3000.7,99439000000.0,24159000,1.37,99.4,Europe,81669850000.0,3807.1,21345500.0,1.2235,1870.5
United Kingdom,GBR,,1881,4169,2994.28,102032000000.0,24474000,1.39,102.0,Europe,83596500000.0,3846.95,21627550.0,1.2415,1871.5
United Kingdom,GBR,,1882,4183,2994.77,103728000000.0,24797000,1.40,103.7,Europe,85633300000.0,3890.95,21913750.0,1.2605,1872.5
United Kingdom,GBR,,1883,4273,2994.15,106880000000.0,25013000,1.43,106.9,Europe,87655350000.0,3932.6,22198650.0,1.279,1873.5
United Kingdom,GBR,,1884,4179,2993.26,105691000000.0,25292000,1.40,105.7,Europe,89569750000.0,3969.25,22485200.0,1.296,1874.5
United Kingdom,GBR,,1885,4089,2993.75,104574000000.0,25574000,1.37,104.6,Europe,91268000000.0,3995.5,22773400.0,1.3094999999999999,1875.5
United Kingdom,GBR,,1886,4058,2994.24,104932000000.0,25859000,1.36,104.9,Europe,92934450000.0,4019.95,23063250.0,1.322,1876.5
United Kingdom,GBR,,1887,4188,2994.45,109518000000.0,26148000,1.40,109.5,Europe,94810900000.0,4052.2,23354800.0,1.3365,1877.5
United Kingdom,GBR,,1888,4283,2994.94,113242000000.0,26440000,1.43,113.2,Europe,96729250000.0,4084.4,23648050.0,1.351,1878.5
United Kingdom,GBR,,1889,4376,2995.43,116980000000.0,26735000,1.46,117.0,Europe,98740350000.0,4119.0,23942950.0,1.366,1879.5
United Kingdom,GBR,,1890,4376,2995.92,118163000000.0,27003000,1.46,118.2,Europe,100504950000.0,4141.45,24238000.0,1.3775,1880.5
United Kingdom,GBR,,1891,4461,2982.33,121795000000.0,27304000,1.50,121.8,Europe,102208250000.0,4159.3,24534400.0,1.3875,1881.5
United Kingdom,GBR,,1892,4299,2978.65,118737000000.0,27618000,1.44,118.7,Europe,103740450000.0,4171.0,24831850.0,1.394,1882.5
United Kingdom,GBR,,1893,4212,2960.46,117668000000.0,27936000,1.42,117.7,Europe,105188400000.0,4179.7,25130350.0,1.3985,1883.5
United Kingdom,GBR,,1894,4373,2968.92,123579000000.0,28257000,1.47,123.6,Europe,106743750000.0,4190.7,25429900.0,1.403,1884.5
United Kingdom,GBR,,1895,4466,2971.4,127647000000.0,28582000,1.50,127.6,Europe,108464000000.0,4207.45,25730450.0,1.409,1885.5
United Kingdom,GBR,,1896,4602,2964.45,133058000000.0,28911000,1.55,133.1,Europe,110438500000.0,4233.05,26032000.0,1.418,1886.5
United Kingdom,GBR,,1897,4601,2957.77,135019000000.0,29344000,1.56,135.0,Europe,112472450000.0,4259.75,26339500.0,1.428,1887.5
United Kingdom,GBR,,1898,4791,2928.41,141726000000.0,29580000,1.64,141.7,Europe,114844000000.0,4298.75,26642950.0,1.4425000000000001,1888.5
United Kingdom,GBR,,1899,4922,2951.85,147257000000.0,29921000,1.67,147.3,Europe,117583250000.0,4350.85,26947350.0,1.4609999999999999,1889.5
United Kingdom,GBR,,1900,4871,2950.15,147356000000.0,30253000,1.65,147.4,Europe,119979100000.0,4388.6,27252050.0,1.475,1890.5
United Kingdom,GBR,,1901,4930,2949.6,150837000000.0,30594000,1.67,150.8,Europe,122419350000.0,4426.65,27558050.0,1.4889999999999999,1891.5
United Kingdom,GBR,,1902,4958,2942.68,153241000000.0,30907000,1.68,153.2,Europe,124895000000.0,4465.4,27863550.0,1.503,1892.5
United Kingdom,GBR,,1903,4859,2943.69,151617000000.0,31202000,1.65,151.6,Europe,127131850000.0,4494.7,28173000.0,1.514,1893.5
United Kingdom,GBR,,1904,4876,2944.57,153714000000.0,31522000,1.66,153.7,Europe,129533000000.0,4529.55,28484500.0,1.527,1894.5
United Kingdom,GBR,,1905,4991,2944.11,158930000000.0,31844000,1.70,158.9,Europe,132250800000.0,4574.65,28798000.0,1.5435,1895.5
United Kingdom,GBR,,1906,5065,2943.22,162943000000.0,32171000,1.72,162.9,Europe,135151350000.0,4625.0,29113600.0,1.5614999999999999,1896.5
United Kingdom,GBR,,1907,5116,2942.18,167047000000.0,32653000,1.74,167.0,Europe,138027800000.0,4671.4,29438850.0,1.5785,1897.5
United Kingdom,GBR,,1908,4888,2934.1,160492000000.0,32834000,1.67,160.5,Europe,140390300000.0,4701.65,29758550.0,1.5905,1898.5
United Kingdom,GBR,,1909,4955,2928.81,164368000000.0,33170000,1.69,164.4,Europe,142759700000.0,4730.6,30080300.0,1.6019999999999999,1899.5
United Kingdom,GBR,,1910,5067,2925.68,169147000000.0,33382000,1.73,169.1,Europe,145308900000.0,4765.15,30399250.0,1.6154999999999997,1900.5
United Kingdom,GBR,,1911,5180,2925.58,174587000000.0,33704000,1.77,174.6,Europe,147948500000.0,4801.1,30719250.0,1.629,1901.5
United Kingdom,GBR,,1912,5245,2909.5,177560000000.0,33852000,1.80,177.6,Europe,150889650000.0,4848.4,31030950.0,1.6469999999999998,1902.5
United Kingdom,GBR,,1913,5442,2908.07,185317000000.0,34055000,1.87,185.3,Europe,154272100000.0,4909.9,31336900.0,1.6695,1903.5
United Kingdom,GBR,,1914,5485,2899.17,188942000000.0,34444000,1.89,188.9,Europe,157540250000.0,4965.5,31646250.0,1.6905000000000001,1904.5
United Kingdom,GBR,,1915,5722,2899.41,199235000000.0,34818000,1.97,199.2,Europe,161119650000.0,5028.3,31958050.0,1.714,1905.5
United Kingdom,GBR,,1916,5782,2897.0,201400000000.0,34830000,2.00,201.4,Europe,164536750000.0,5087.3,32254000.0,1.7365000000000002,1906.5
United Kingdom,GBR,,1917,5747,2893.15,200171000000.0,34831000,1.99,200.2,Europe,167794350000.0,5144.6,32528350.0,1.7579999999999998,1907.5
United Kingdom,GBR,,1918,5859,2890.43,203906000000.0,34805000,2.03,203.9,Europe,170903350000.0,5198.0,32789600.0,1.7774999999999999,1908.5
United Kingdom,GBR,,1919,5423,2617.73,187816000000.0,34634000,2.07,187.8,Europe,172931300000.0,5223.05,33025250.0,1.7974999999999999,1909.5
United Kingdom,GBR,,1920,5059,2513.68,176887000000.0,34968000,2.01,176.9,Europe,174407850000.0,5232.45,33261000.0,1.8154999999999997,1910.5
United Kingdom,GBR,,1921,4529,2405.33,159749000000.0,35274000,1.88,159.7,Europe,174853450000.0,5212.4,33495000.0,1.8259999999999998,1911.5
United Kingdom,GBR,,1922,4737,2429.2,168269000000.0,35519000,1.95,168.3,Europe,175604850000.0,5201.35,33725600.0,1.8395,1912.5
United Kingdom,GBR,,1923,4848,2402.84,173294000000.0,35745000,2.02,173.3,Europe,176688700000.0,5200.8,33952750.0,1.8579999999999999,1913.5
United Kingdom,GBR,,1924,5033,2372.44,181514000000.0,36065000,2.12,181.5,Europe,178078700000.0,5208.65,34179900.0,1.8810000000000002,1914.5
United Kingdom,GBR,,1925,5192,2396.13,187945000000.0,36198000,2.17,187.9,Europe,179529450000.0,5218.7,34397600.0,1.9044999999999999,1915.5
United Kingdom,GBR,,1926,5006,2373.69,182123000000.0,36383000,2.11,182.1,Europe,180488450000.0,5215.75,34608200.0,1.924,1916.5
United Kingdom,GBR,,1927,5365,2443.61,196173000000.0,36562000,2.20,196.2,Europe,181944750000.0,5228.2,34803650.0,1.9469999999999998,1917.5
United Kingdom,GBR,,1928,5380,2439.44,197969000000.0,36796000,2.21,198.0,Europe,183818600000.0,5252.8,35001750.0,1.9739999999999998,1918.5
United Kingdom,GBR,,1929,5516,2426.64,203664000000.0,36923000,2.27,203.7,Europe,185783400000.0,5280.85,35189400.0,2.003,1919.5
United Kingdom,GBR,,1930,5437,2418.69,202089000000.0,37172000,2.25,202.1,Europe,187430500000.0,5299.35,35378900.0,2.029,1920.5
United Kingdom,GBR,,1931,5155,2416.73,192757000000.0,37395000,2.13,192.8,Europe,188339000000.0,5298.1,35563450.0,2.0469999999999997,1921.5
